step,train_loss,train_accuracy,valid_loss,valid_mean_token_accuracy
972,0.0,1.0,,
973,1.85664,0.88889,,
974,1.06632,0.88889,,
975,0.0,1.0,,
976,1.19203,0.88889,,
977,0.0,1.0,,
978,1.79713,0.88889,,
979,1.84892,0.88889,,
980,1.8796,0.77778,,
981,0.76913,0.88889,,
982,0.0,1.0,,
983,0.0,1.0,,
984,0.0,1.0,,
985,0.0,1.0,,
986,0.0,1.0,,
987,0.86122,0.88889,,
988,4e-05,1.0,,
989,0.0,1.0,,
990,1.73441,0.88889,,
991,1.23217,0.88889,,
992,1.7374,0.88889,,
993,0.0,1.0,,
994,1.804,0.88889,,
995,0.00493,1.0,,
996,0.0,1.0,,
997,1.17642,0.88889,,
998,0.0,1.0,,
999,0.0,1.0,,
1000,0.0,1.0,,
1001,0.0,1.0,1.78054,0.22222
1002,1e-05,1.0,,
1003,0.0,1.0,,
1004,0.0,1.0,,
1005,0.0,1.0,,
1006,1.86403,0.88889,,
1007,0.0,1.0,,
1008,0.80282,0.88889,,
1009,0.0,1.0,,
1010,1.68343,0.88889,,
1011,0.0,1.0,,
1012,0.0,1.0,,
1013,0.0,1.0,,
1014,0.0,1.0,,
1015,0.0,1.0,,
1016,0.0,1.0,,
1017,0.0,1.0,,
1018,0.0,1.0,,
1019,0.59107,0.88889,,
1020,3.96936,0.77778,,
1021,0.0,1.0,,
1022,0.0,1.0,,
1023,0.0,1.0,,
1024,0.00049,1.0,,
1025,1.05289,0.88889,,
1026,0.0,1.0,,
1027,0.0,1.0,,
1028,0.0,1.0,,
1029,1e-05,1.0,,
1030,1.81076,0.88889,,
1031,0.0,1.0,,
1032,0.0,1.0,,
1033,7e-05,1.0,,
1034,2.14434,0.88889,,
1035,0.0,1.0,,
1036,1.53955,0.88889,,
1037,0.07719,0.88889,,
1038,0.0,1.0,,
1039,0.0,1.0,,
1040,0.0,1.0,,
1041,1.74722,0.88889,,
1042,0.0,1.0,,
1043,1.84694,0.88889,,
1044,0.0,1.0,,
1045,1.47812,0.88889,,
1046,0.0,1.0,,
1047,0.0,1.0,,
1048,0.0,1.0,,
1049,2e-05,1.0,,
1050,0.0,1.0,,
1051,0.0,1.0,,
1052,0.0,1.0,,
1053,0.0,1.0,,
1054,0.0,1.0,,
1055,0.51462,0.88889,,
1056,0.0,1.0,,
1057,0.0,1.0,,
1058,0.0,1.0,,
1059,0.0,1.0,,
1060,0.0,1.0,,
