step,train_loss,train_accuracy,valid_loss,valid_mean_token_accuracy
779,1.16907,0.88889,,
780,0.0,1.0,,
781,1.27375,0.88889,,
782,0.0,1.0,,
783,0.0,1.0,,
784,1.28878,0.88889,,
785,1.4982,0.88889,,
786,0.0,1.0,,
787,1.60153,0.88889,,
788,1.41613,0.88889,,
789,0.0,1.0,,
790,0.9195,0.88889,,
791,0.0,1.0,,
792,0.0,1.0,,
793,0.0,1.0,,
794,0.0,1.0,,
795,0.0,1.0,,
796,0.0,1.0,,
797,0.0,1.0,,
798,0.0,1.0,,
799,0.0,1.0,,
800,0.0,1.0,,
801,0.0,1.0,0.0,0.33333
802,0.0,1.0,,
803,0.0,1.0,,
804,0.0,1.0,,
805,0.0,1.0,,
806,0.0,1.0,,
807,0.0,1.0,,
808,1.98152,0.88889,,
809,0.0,1.0,,
810,0.0,1.0,,
811,1.82851,0.88889,,
812,1.72735,0.88889,,
813,0.0,1.0,,
814,0.0,1.0,,
815,1.19024,0.88889,,
816,0.0,1.0,,
817,0.0,1.0,,
818,7e-05,1.0,,
819,2.04484,0.88889,,
820,0.0,1.0,,
821,0.0,1.0,,
822,1.75641,0.88889,,
823,0.0,1.0,,
824,0.0,1.0,,
825,0.0,1.0,,
826,0.0,1.0,,
827,0.0,1.0,,
828,2.27912,0.88889,,
829,0.0,1.0,,
830,0.00222,1.0,,
831,0.0,1.0,,
832,0.0,1.0,,
833,0.0,1.0,,
834,0.0,1.0,,
835,1.57846,0.88889,,
836,0.0,1.0,,
837,0.0,1.0,,
838,0.0,1.0,,
839,0.0,1.0,,
840,0.0,1.0,,
841,0.0,1.0,,
842,0.0,1.0,,
843,0.0,1.0,,
844,0.0,1.0,,
845,0.0,1.0,,
846,0.0,1.0,,
847,1.84445,0.88889,,
848,1.87525,0.88889,,
849,0.0,1.0,,
850,3.20142,0.77778,,
851,0.0,1.0,,
852,0.0,1.0,,
853,0.0,1.0,,
854,1.48504,0.88889,,
855,0.0,1.0,,
856,1.66892,0.88889,,
857,0.0,1.0,,
858,0.0,1.0,,
859,0.0,1.0,,
860,0.0,1.0,,
861,0.0,1.0,,
862,0.0,1.0,,
863,0.0,1.0,,
864,0.0,1.0,,
865,2.84411,0.77778,,
866,3e-05,1.0,,
867,0.0,1.0,,
868,1.28571,0.88889,,
869,0.0,1.0,,
870,1.78932,0.88889,,
871,1.63472,0.88889,,
872,0.0,1.0,,
873,1.67691,0.88889,,
874,1.32016,0.88889,,
875,0.0,1.0,,
876,2.86588,0.77778,,
877,2.09332,0.77778,,
878,0.0,1.0,,
879,0.00049,1.0,,
880,0.0,1.0,,
881,0.0,1.0,,
882,1.33489,0.88889,,
883,2.6175,0.77778,,
884,0.0,1.0,,
885,0.0,1.0,,
886,0.0,1.0,,
887,1.92093,0.88889,,
888,2.66314,0.77778,,
889,1.33521,0.88889,,
890,0.0,1.0,,
891,0.0,1.0,,
892,0.0,1.0,,
893,0.0,1.0,,
894,1.4008,0.88889,,
895,0.0,1.0,,
896,3.75481,0.77778,,
897,1.96893,0.88889,,
898,1.58531,0.88889,,
899,1.34983,0.88889,,
900,0.0,1.0,,
901,0.0,1.0,1.71251,0.22222
902,1.31432,0.88889,,
903,0.0,1.0,,
904,0.0,1.0,,
905,0.0,1.0,,
906,0.0,1.0,,
907,0.0,1.0,,
908,0.0,1.0,,
909,1.37329,0.88889,,
910,0.04545,1.0,,
911,0.0,1.0,,
912,0.0,1.0,,
913,0.0,1.0,,
914,1.29916,0.88889,,
915,0.0,1.0,,
916,1.27048,0.88889,,
917,0.0,1.0,,
918,0.0,1.0,,
919,3.18084,0.77778,,
920,0.0,1.0,,
921,2.03627,0.88889,,
922,0.0,1.0,,
923,1.56663,0.88889,,
924,0.27821,0.88889,,
925,0.0,1.0,,
926,1.86113,0.88889,,
927,3.74239,0.77778,,
928,0.0,1.0,,
929,0.0,1.0,,
930,2.9338,0.77778,,
931,1.18447,0.88889,,
932,0.0,1.0,,
933,1.24318,0.88889,,
934,1.92367,0.77778,,
935,0.00998,1.0,,
936,0.0,1.0,,
937,6e-05,1.0,,
938,1.56221,0.88889,,
939,1e-05,1.0,,
940,1.63631,0.88889,,
941,0.0,1.0,,
942,2.61228,0.77778,,
943,0.0,1.0,,
944,0.0,1.0,,
945,1.24441,0.88889,,
946,2e-05,1.0,,
947,0.0,1.0,,
948,0.0,1.0,,
949,0.0,1.0,,
950,1.22679,0.88889,,
951,0.0,1.0,,
952,0.0,1.0,,
953,2.13192,0.88889,,
954,0.0,1.0,,
955,0.0,1.0,,
956,0.0,1.0,,
957,0.0,1.0,,
958,1.63372,0.88889,,
959,2.29341,0.88889,,
960,2.16563,0.88889,,
961,0.0,1.0,,
962,2.18167,0.88889,,
963,2.23929,0.88889,,
964,0.0,1.0,,
965,1.20788,0.88889,,
966,3.79547,0.77778,,
967,1.63796,0.88889,,
968,1.5749,0.88889,,
969,1.7601,0.88889,,
970,1.75059,0.88889,,
971,0.0,1.0,,
972,0.0,1.0,,
973,0.0,1.0,,
974,0.0,1.0,,
975,0.0,1.0,,
976,0.0,1.0,,
977,0.0,1.0,,
978,0.0,1.0,,
979,1.04395,0.88889,,
980,1.62075,0.88889,,
981,0.0,1.0,,
982,2.02683,0.77778,,
983,0.0,1.0,,
984,1.71019,0.88889,,
985,0.0,1.0,,
986,0.0,1.0,,
987,0.0,1.0,,
988,1.64495,0.88889,,
989,1.76558,0.88889,,
990,0.0,1.0,,
991,3.01906,0.77778,,
992,0.0,1.0,,
993,0.0,1.0,,
994,2e-05,1.0,,
995,0.0,1.0,,
996,1.77834,0.88889,,
997,0.0,1.0,,
998,1.37936,0.88889,,
999,0.0,1.0,,
1000,2.31027,0.77778,,
1001,0.0,1.0,0.0,0.33333
1002,0.00054,1.0,,
1003,0.0,1.0,,
1004,0.0,1.0,,
1005,0.0,1.0,,
1006,0.0,1.0,,
1007,0.0,1.0,,
1008,0.0,1.0,,
1009,0.00063,1.0,,
1010,1.62825,0.88889,,
1011,0.0,1.0,,
1012,0.0,1.0,,
1013,0.0,1.0,,
1014,1.843,0.88889,,
1015,1.42781,0.88889,,
1016,0.0,1.0,,
1017,0.0,1.0,,
1018,0.0,1.0,,
1019,0.0,1.0,,
1020,0.0,1.0,,
1021,0.0,1.0,,
1022,0.0,1.0,,
1023,0.0,1.0,,
1024,0.0,1.0,,
1025,1.79936,0.88889,,
1026,0.0,1.0,,
1027,0.0,1.0,,
1028,0.0,1.0,,
1029,1.95374,0.88889,,
1030,0.0,1.0,,
1031,1.74451,0.88889,,
1032,0.0,1.0,,
1033,0.0,1.0,,
1034,2.07124,0.88889,,
1035,0.0,1.0,,
1036,1.88765,0.88889,,
1037,0.0,1.0,,
1038,0.0,1.0,,
1039,0.0,1.0,,
1040,0.0,1.0,,
1041,0.0,1.0,,
1042,1.90966,0.88889,,
1043,0.0,1.0,,
1044,1.6304,0.88889,,
1045,0.0,1.0,,
1046,0.0,1.0,,
1047,0.0,1.0,,
1048,0.0,1.0,,
1049,0.0,1.0,,
1050,0.0,1.0,,
1051,0.0,1.0,,
1052,0.0,1.0,,
1053,0.0,1.0,,
1054,0.0,1.0,,
